,DataSet,TotalFeat,Range,Round 1,Round 2,Round 3,Average
4120,CS,6805,4120,0.909487459,0.918211559,0.912758997,0.913486005
6338,CS,6805,6338,0.90348964,0.902399128,0.911668484,0.905852417
4112,CS,6805,4112,0.916030534,0.904034896,0.906761178,0.908942203
4573,CS,6805,4573,0.914940022,0.902944384,0.906761178,0.908215194
3266,CS,6805,3266,0.900763359,0.915485278,0.914940022,0.91039622
6940,CS,6805,6940,0.908227069,0.890432465,0.910290919,0.902983484
7565,CS,6805,7565,0.900626545,0.814436191,0.906146039,0.873736258
5518,CS,6805,5518,0.909487459,0.914940022,0.904580153,0.909669211
5782,CS,6805,5782,0.912758997,0.920392585,0.911123228,0.91475827
6262,CS,6805,6262,0.910032715,0.913849509,0.912758997,0.91221374
1736,CS,6805,1736,0.91221374,0.908396947,0.914940022,0.911850236
7355,CS,6805,7355,0.903180321,0.839970939,0.907538719,0.883563326
6854,CS,6805,6854,0.909272901,0.900889552,0.910861254,0.907007903
6299,CS,6805,6299,0.909487459,0.900218103,0.902944384,0.904216648
7167,CS,6805,7167,0.905466559,0.862830618,0.908785499,0.892360892
4216,CS,6805,4216,0.914394766,0.913304253,0.914394766,0.914031261
8207,CS,6805,8207,0.892819286,0.736372819,0.901888419,0.843693508
6520,CS,6805,6520,0.916575791,0.912758997,0.905670665,0.911668484
800,CS,6805,800,0.918211559,0.906215921,0.917666303,0.914031261
5740,CS,6805,5740,0.914940022,0.918756816,0.90348964,0.912395493
1919,CS,6805,1919,0.911123228,0.911123228,0.902944384,0.908396947
4522,CS,6805,4522,0.908396947,0.907306434,0.913304253,0.909669211
2394,CS,6805,2394,0.908942203,0.911123228,0.89476554,0.904943657
678,CS,6805,678,0.907306434,0.906215921,0.904580153,0.906034169
4519,CS,6805,4519,0.910577972,0.914940022,0.905125409,0.910214467
544,CS,6805,544,0.910032715,0.908942203,0.909487459,0.909487459
5014,CS,6805,5014,0.911668484,0.905670665,0.904580153,0.907306434
4479,CS,6805,4479,0.913304253,0.92257361,0.917121047,0.917666303
2801,CS,6805,2801,0.913304253,0.906215921,0.908396947,0.909305707
5532,CS,6805,5532,0.916030534,0.911668484,0.904580153,0.910759724
6178,CS,6805,6178,0.917666303,0.908396947,0.914394766,0.913486005
4673,CS,6805,4673,0.923664122,0.917666303,0.914394766,0.918575064
6124,CS,6805,6124,0.917666303,0.920392585,0.913849509,0.917302799
1660,CS,6805,1660,0.916575791,0.913304253,0.914940022,0.914940022
4399,CS,6805,4399,0.913849509,0.911668484,0.913304253,0.912940749
4714,CS,6805,4714,0.905670665,0.913849509,0.911668484,0.91039622
5806,CS,6805,5806,0.907306434,0.911668484,0.900218103,0.906397674
1244,CS,6805,1244,0.910032715,0.912758997,0.912758997,0.911850236
5485,CS,6805,5485,0.90785169,0.902399128,0.905125409,0.905125409
5694,CS,6805,5694,0.910577972,0.910577972,0.908396947,0.909850963
4015,CS,6805,4015,0.910032715,0.911123228,0.913849509,0.911668484
3345,CS,6805,3345,0.916575791,0.906215921,0.917121047,0.913304253
727,CS,6805,727,0.912758997,0.913849509,0.911123228,0.912577245
4276,CS,6805,4276,0.90348964,0.89912759,0.911123228,0.904580153
6081,CS,6805,6081,0.917666303,0.917666303,0.908396947,0.914576518
1960,CS,6805,1960,0.907306434,0.906761178,0.91221374,0.908760451
2433,CS,6805,2433,0.909487459,0.902399128,0.922028353,0.91130498
1811,CS,6805,1811,0.906215921,0.905125409,0.90785169,0.906397674
8366,CS,6805,8366,0.890885713,0.717039367,0.900833961,0.836253014
640,CS,6805,640,0.916575791,0.905670665,0.906215921,0.909487459
819,CS,6805,819,0.906761178,0.912758997,0.914940022,0.911486732
5945,CS,6805,5945,0.907306434,0.916030534,0.913849509,0.912395493
6845,CS,6805,6845,0.909382349,0.901983899,0.910920941,0.907429063
2781,CS,6805,2781,0.906761178,0.908396947,0.900763359,0.905307161
962,CS,6805,962,0.914940022,0.912758997,0.904580153,0.910759724
6016,CS,6805,6016,0.900218103,0.904034896,0.912758997,0.905670665
3819,CS,6805,3819,0.898582334,0.92257361,0.918756816,0.913304253
4029,CS,6805,4029,0.908396947,0.905670665,0.911123228,0.908396947
15,CS,6805,15,0.910577972,0.908396947,0.913304253,0.910759724
475,CS,6805,475,0.914394766,0.906215921,0.914394766,0.911668484
2770,CS,6805,2770,0.913304253,0.902399128,0.91221374,0.909305707
3991,CS,6805,3991,0.896946565,0.910577972,0.910032715,0.905852417
4646,CS,6805,4646,0.908396947,0.90348964,0.908396947,0.906761178
4232,CS,6805,4232,0.910577972,0.90785169,0.907306434,0.908578699
3098,CS,6805,3098,0.912758997,0.910577972,0.910032715,0.911123228
3400,CS,6805,3400,0.907306434,0.916030534,0.914394766,0.912577245
